abbé	abb @@é
ironizovávanost	iron @@izová @@v @@a @@n @@ost
is	is
island	island
ispo	ispo
ist	ist
itálii	itál @@i @@i
ivana	ivan @@a
izolovanost	izol @@ov @@an @@ost
izolovat	izol @@ova @@t
jablek	jablek
jablko	jablk @@o
jabloní	jabl @@on @@í
jabloň	jabl @@oň
jablíčka	jabl @@íčk @@a
jablíčko	jabl @@íčk @@o
jadrný	jadr @@n @@ý
jadrnějšího	jadr @@n @@ějš @@ího
jahelka	jahelk @@a
jahodový	jahod @@ov @@ý
jak	jak
jakešově	jakeš @@ov @@ě
jakmile	jak @@mile
jako	jak @@o
jakolev	jakolev
jakost	jak @@ost
jakosti	jak @@ost @@i
jakou	jak @@ou
jakoupak	jak @@ou @@pak
jakousi	jak @@ou @@si
jakov	jak @@ov
jaktěživ	jak @@tě @@ži @@v
jaktěživo	jak @@tě @@ži @@v @@o
jaká	jak @@á
jakási	jak @@á @@si
jaké	jak @@é
jakého	jak @@ého
jakéhokoliv	jak @@é @@ho @@koliv
jakékoliv	jak @@é @@koliv
jakém	jak @@ém
jaký	jak @@ý
jakých	jak @@ých
jakýchsi	jak @@ý @@ch @@si
jakým	jak @@ým
jakýmkoliv	jak @@ý @@m @@koliv
jakýmsi	jak @@ý @@m @@s @@i
jakýsi	jak @@ý @@si
jakže	jak @@že
jakživi	jak @@ži @@v @@i
jakživy	jak @@ži @@v @@y
jalovce	jal @@ov @@c @@e
jalovec	jal @@ov @@ec
jalovice	jalov @@ic @@e
jalovět	jal @@ov @@ě @@t
james	james
jamese	james @@e
jamesova	james @@ov @@a
jamesovy	james @@ov @@y
jamesově	james @@ov @@ě
jamesův	james @@ův
jandera	jander @@a
janišov	jan @@iš @@ov
jankovat	jan @@k @@ova @@t
jankovský	jan @@k @@ov @@sk @@ý
janouch	janouch
janov	janov
janova	janov @@a
janovskou	janov @@sk @@ou
janovského	janov @@sk @@ého
janově	janov @@ě
janské	jan @@sk @@é
janák	janák
jančit	jan @@č @@i @@t
japabyne	ja @@pa @@by @@ne
japonci	japon @@c @@i
japonsko	japon @@sk @@o
japonské	japon @@sk @@é
japonský	japon @@sk @@ý
jarmarce	jarmarc @@e
jarmark	jarmark
jarmila	jarmil @@a
jarní	jar @@n @@í
jaro	jar @@o
jaromír	jaromír
jaroměřský	jaroměř @@sk @@ý
jaroslav	jaroslav
jarovizovat	jar @@ov @@iz @@ova @@t
jaru	jar @@u
jarůšek	jarůšek
jasno	jas @@n @@o
jasnosti	jas @@n @@ost @@i
jasná	jas @@n @@á
jasné	jas @@n @@é
jasnívatelný	jas @@n @@í @@v @@a @@teln @@ý
jasný	jas @@n @@ý
jasným	jas @@n @@ým
jasně	jas @@n @@ě
jasněji	jas @@n @@ěji
jasnějšího	jas @@n @@ějš @@ího
jaterní	jater @@n @@í
jatka	jat @@k @@a
jatkami	jatk @@ami
jatky	jatk @@y
javoru	javor @@u
javořinový	javoř @@in @@ov @@ý
jazejček	jazejč @@ek
jazyce	jazyc @@e
jazyk	jazyk
jazyka	jazyk @@a
jazykem	jazyk @@em
jazyková	jazyk @@ov @@á
jazykový	jazyk @@ov @@ý
jde	jd @@e
jdeme	jd @@e @@me
jdete	jd @@e @@te
jdou	jd @@ou
jdu	jd @@u
jděte	jd @@ě @@te
je	je
jechat	jech @@a @@t
jed	jed
jede	jed @@e
jedem	jed @@em
jeden	jeden
jedenáct	jeden @@áct
jedenácté	jeden @@áct @@é
jedenáctý	jeden @@áct @@ý
jedince	jedin @@c @@e
jedinci	jedin @@c @@i
jedinec	jedin @@ec
jedinečnost	jedin @@eč @@n @@ost
jedinečné	jedin @@eč @@n @@é
jedinečných	jedin @@eč @@n @@ých
jedinkrát	jedin @@krát
jedinost	jedin @@ost
jedinou	jedin @@ou
jediná	jedin @@á
jedináček	jedin @@áček
jediné	jedin @@é
jediného	jedin @@ého
jediném	jedin @@ém
jediným	jedin @@ým
jedl	jed @@l
jedla	jed @@l @@a
jedli	jed @@l @@i
jedna	jedn @@a
jednadvaceti	jedn @@a @@dv @@a @@cet @@i
jednal	jedn @@a @@l
jednat	jedn @@a @@t
jednatel	jedn @@a @@tel
jednati	jedn @@a @@ti
jedni	jedn @@i
jednobránovost	jedn @@o @@brán @@ov @@ost
jednoduchá	jedn @@o @@duch @@á
jednoduché	jedn @@o @@duch @@é
jednoduchý	jedn @@o @@duch @@ý
jednoduše	jedn @@o @@duš @@e
jednodušší	jedn @@o @@duš @@š @@í
jednoho	jedn @@oho
jednom	jedn @@o @@m
jednomu	jedn @@o @@mu
jednoroční	jedn @@o @@roč @@n @@í
jednosemestrální	jedn @@o @@semestr @@ál @@n @@í
jednotek	jedn @@ot @@ek
jednotit	jedn @@ot @@i @@t
jednotku	jedn @@ot @@k @@u
jednotky	jedn @@ot @@k @@y
jednotlačítkovou	jedn @@o @@tlač @@í @@tk @@ov @@ou
jednotlačítková	jedn @@o @@tlač @@í @@tk @@ov @@á
jednotlačítkové	jedn @@o @@tlač @@í @@tk @@ov @@é
jednotlivce	jedn @@ot @@liv @@c @@e
jednotlivci	jedn @@ot @@liv @@c @@i
jednotlivec	jedn @@ot @@liv @@ec
jednotlivost	jedn @@ot @@liv @@ost
jednotlivá	jedn @@ot @@l @@iv @@á
jednotlivé	jedn @@ot @@l @@iv @@é
jednotlivý	jedn @@ot @@liv @@ý
jednotnou	jedn @@ot @@n @@ou
jednotně	jedn @@ot @@n @@ě
jednotou	jedn @@ot @@ou
jednotrubkový	jedn @@o @@trub @@k @@ov @@ý
jednotu	jedn @@ot @@u
jednoty	jedn @@ot @@y
jednou	jedn @@ou
jednoznačné	jedn @@o @@znač @@n @@é
jednoznačný	jedn @@o @@znač @@n @@ý
jednoznačně	jedn @@o @@znač @@n @@ě
jednu	jedn @@u
jedná	jedn @@á
jednáme	jedn @@á @@me
jednání	jedn @@á @@n @@í
jednáních	jedn @@á @@n @@ích
jednáním	jedn @@á @@n @@ím
jednáte	jedn @@á @@te
jedné	jedn @@é
jedním	jedn @@ím
jedněmi	jedn @@ěmi
jedu	jed @@u
jehla	jehl @@a
jeho	j @@eho
jehož	j @@eho @@ž
jejdanečku	jejdanečku
jejej	je @@jej
jejejej	je @@je @@jej
jejich	jej @@ich
jejichž	jej @@ich @@ž
její	jej @@í
jejím	jej @@ím
jejíma	jej @@íma
jejímž	jej @@ím @@ž
jejíž	jej @@í @@ž
jejž	j @@ej @@ž
jekotat	jek @@ot @@a @@t
jektaje	jek @@t @@aj @@e
jektal	jek @@t @@a @@l
jektat	jek @@t @@a @@t
jektnout	jek @@t @@nou @@t
jel	je @@l
jela	je @@l @@a
jelení	jelen @@í
jeli	je @@l @@i
jelikož	jelikož
jelimánka	jelimán @@k @@a
jelitem	jelit @@em
jelito	jelit @@o
jelo	je @@l @@o
jely	je @@l @@y
jemine	jemine
jemináčku	jemináčku
jemnit	jem @@n @@i @@t
jemnosti	jem @@n @@ost @@i
jemného	jem @@n @@ého
jemný	jem @@n @@ý
jemně	jem @@n @@ě
jemnět	jem @@n @@ě @@t
jemuž	j @@emu @@ž
jen	jen
jenjen	jen @@jen
jenom	jenom
jenomže	jenom @@že
jeníková	jen @@ík @@ov @@á
jenže	jen @@že
jerišská	jeriš @@sk @@á
jeseň	jeseň
jeskyni	jeskyn @@i
jeskyně	jeskyn @@ě
jesličkově	jesl @@ičk @@ov @@ě
jestli	jest @@li
jet	je @@t
jetelové	jetel @@ov @@é
jev	jev
jevit	jev @@i @@t
jevitelný	jev @@i @@teln @@ý
jeviště	jev @@išt @@ě
jevy	jev @@y
jeví	jev @@í
jevů	jev @@ů
jez	jez
jezdila	jezd @@i @@l @@a
jezdilo	jezd @@i @@l @@o
jezdit	jezd @@i @@t
jezdí	jezd @@í
jezdíme	jezd @@í @@me
jezera	jezer @@a
jezerní	jezer @@n @@í
ječet	ječ @@e @@t
jeďte	je @@ď @@te
jeřáby	jeřáb @@y
ješitnost	ješit @@n @@ost
ještě	ještě
ježatou	jež @@at @@ou
ježatý	jež @@at @@ý
ježatým	jež @@at @@ým
ježibabo	ježibab @@o
ježit	jež @@i @@t
ježto	j @@e @@ž @@t @@o
ježíš	ježíš
ježíšek	ježíš @@ek
ježíši	ježíš @@i
ježíšikriste	ježíš @@i @@krist @@e
ježíšmarjá	ježíš @@marj @@á
ji	j @@i
jich	j @@i @@ch
jichž	j @@ich @@ž
jih	jih
jihnout	jih @@nou @@t
jihozápadní	jih @@o @@zá @@pad @@n @@í
jiker	jiker
jim	j @@im
jimi	j @@imi
jimž	j @@im @@ž
jinam	jin @@am
jinačí	jin @@ač @@í
jinde	jin @@d @@e
jindyvyjduum	jindyvyjduum
jindřich	jindřich
jinou	jin @@ou
jiná	jin @@á
jiné	jin @@é
jiného	jin @@ého
jinému	jin @@ému
jiný	jin @@ý
jiných	jin @@ých
jiným	jin @@ým
jinými	jin @@ými
jisker	jisker
jiskra	jiskr @@a
jiskrností	jiskr @@n @@ost @@í
jiskrný	jiskr @@n @@ý
jiskry	jiskr @@y
jiskřit	jiskř @@i @@t
jist	jist
jista	jist @@a
jisti	jist @@i
jistota	jist @@ot @@a
jistoty	jist @@ot @@y
jistou	jist @@ou
jistá	jist @@á
jisté	jist @@é
jistého	jist @@ého
jistém	jist @@ém
jistý	jist @@ý
jistě	jist @@ě
jistějšími	jist @@ějš @@ími
jitrnice	jitr @@nic @@e
jitrnicemi	jitr @@nic @@emi
jitrnici	jitr @@nic @@i
jitřit	jitř @@i @@t
jizinka	jizink @@a
jičína	jičín @@a
jiřiny	jiřin @@y
jiří	jiř @@í
již	již
jmen	jmen
jmenoval	jmen @@ova @@l
jmenovala	jmen @@ova @@l @@a
jmenovali	jmen @@ova @@l @@i
jmenovat	jmen @@ova @@t
jmenovitě	jmen @@ovit @@ě
jmenuj	jmen @@uj
jmenuje	jmen @@uje
jmenujete	jmen @@uje @@te
jmenuju	jmen @@uj @@u
jmenují	jmen @@uj @@í
jmout	j @@mou @@t
jména	jmén @@a
jménem	jmén @@em
jméno	jmén @@o
jménu	jmén @@u
jměním	jm @@ě @@n @@ím
jo	jo
johna	john @@a
josef	josef
josefa	josef @@a
joudal	joudal
jourdain	jourdain
jsem	js @@em
jsi	js @@i
jsme	js @@me
jsou	js @@ou
jubilejní	jubilej @@n @@í
jubilovat	jubil @@ova @@t
judikovat	ju @@dik @@ova @@t
judy	jud @@y
juhasová	juhas @@ov @@á
jukat	juk @@a @@t
juknout	juk @@nou @@t
jupiterovy	jupiter @@ov @@y
jurvej	jurvej
juránkův	jur @@ánk @@ův
just	just
justifikovat	justi @@fik @@ova @@t
justitze	justitz @@e
jutou	jut @@ou
já	já
jádrem	jádr @@em
jádře	jádř @@e
jámě	jám @@ě
jánoška	jánoš @@k @@a
jásat	jás @@a @@t
játrech	játr @@ech
jářku	jářku
jé	jé
jí	j @@í
jídla	jíd @@l @@a
jídlem	jí @@dl @@em
jídlo	jí @@dl @@o
jídly	jíd @@l @@y
jídá	jíd @@á
jílek	jílek
jílovat	jíl @@ova @@t
jím	jí @@m
jímat	jím @@a @@t
jímž	j @@ím @@ž
jíst	jís @@t
jísti	jís @@ti
jít	jí @@t
jíti	jí @@ti
jízda	jízd @@a
jízdní	jízd @@n @@í
jízdy	jízd @@y
jódlovat	jódl @@ova @@t
jódovat	jód @@ova @@t
jógou	jóg @@ou
jůra	jůr @@a
jůru	jůr @@u
jůry	jůr @@y
jůře	jůř @@e
jůů	jůů
jůůru	jůůr @@u
kabinu	kabin @@u
kabonit	kabon @@i @@t
kabristanů	kabristan @@ů
kabát	kabát
kabátec	kabát @@ec
kabátu	kabát @@u
kacíř	kacíř
kacíře	kacíř @@e
kacíři	kacíř @@i
kacířskost	kacíř @@sk @@ost
kadenci	kad @@enc @@i
kadeřit	kadeř @@i @@t
kadidlo	kad @@i @@dl @@o
kadidly	kad @@i @@dl @@y
kadit	kad @@i @@t
kadmiovaně	kadmi @@ova @@n @@ě
kafemlejnek	kaf @@e @@mlejn @@ek
kafrat	kafr @@a @@t
kajutu	kajut @@u
kajuty	kajut @@y
kakaovém	kaka @@ov @@ém
kakaový	kaka @@ov @@ý
kakat	kak @@a @@t
kaktus	kaktus
kaktusu	kaktus @@u
kaktusy	kaktus @@y
kaktusář	kaktus @@ář
kaktusáři	kaktus @@ář @@i
kaktusářů	kaktus @@ář @@ů
kaktusů	kaktus @@ů
kaktusům	kaktus @@ům
kalendář	kalend @@ář
kalhot	kalhot
kalibrovat	kalibr @@ova @@t
kalika	kalik @@a
kalit	kal @@i @@t
kalkaty	kalkat @@y
kalkulovat	kalk @@ul @@ova @@t
kaloše	kaloš @@e
kalupu	kalup @@u
kaluž	kaluž
kam	kam
kamarád	kamarád
kamaráda	kamarád @@a
kamaráde	kamarád @@e
kamarádem	kamarád @@em
kamarádi	kamarád @@i
kamarádit	kamarád @@i @@t
kamazu	kamaz @@u
kamaše	kamaš @@e
kameloti	kamelot @@i
kamen	kamen
kamenem	kamen @@em
kamenných	kamen @@n @@ých
kamenovat	kamen @@ova @@t
kamení	kamen @@í
kamenět	kamen @@ě @@t
kamenů	kamen @@ů
kamera	kamera
kamion	kamion
kamna	kamn @@a
kamny	kamn @@y
kamuflovat	kamufl @@ova @@t
kamzíky	kamz @@ík @@y
kamélie	kaméli @@e
kaméliemi	kamél @@i @@emi
kanalizovat	kanal @@iz @@ova @@t
kancelář	kancelář
kanceláře	kancelář @@e
kanceláři	kancelář @@i
kanceláří	kancelář @@í
kancelářích	kancelář @@ích
kancléř	kancl @@éř
kancléři	kancl @@éř @@i
kandidovat	kandid @@ova @@t
kanelovat	kanel @@ova @@t
kanit	kan @@i @@t
kanoistka	kano @@ist @@k @@a
kanonizovat	kanon @@iz @@ova @@t
kanout	ka @@nou @@t
kantovi	kant @@ovi
kantovských	kant @@ov @@sk @@ých
kantovým	kant @@ov @@ým
kanál	kanál
kanára	kanár @@a
kapacitními	kapacit @@n @@ími
kapacitu	kapacit @@u
kapalnit	kap @@al @@n @@i @@t
kapalné	kap @@a @@ln @@é
kapalnět	kap @@al @@n @@ě @@t
kapavkově	kap @@av @@k @@ov @@ě
kapes	kapes
kapesníkem	kapes @@ník @@em
kapesníku	kapes @@n @@ík @@u
kapesníčku	kapes @@níč @@k @@u
kapitalismu	kapital @@ism @@u
kapitoly	kapitol @@y
kapitulovat	kapitul @@ova @@t
kapitál	kapitál
kapitální	kapitál @@n @@í
kapitálovou	kapitál @@ov @@ou
kapitálu	kapitál @@u
kapitán	kapitán
kapitána	kapitán @@a
kapitáne	kapitán @@e
kapitánovi	kapitán @@ovi
kapitánově	kapitán @@ov @@ě
kapička	kap @@ičk @@a
kapičkově	kap @@ičk @@ov @@ě
kapka	kap @@k @@a
kaplan	kaplan
kaplani	kaplan @@i
kaplanovat	kaplan @@ova @@t
kaplanovy	kaplan @@ov @@y
kaplanův	kaplan @@ův
kaprů	kapr @@ů
kapse	kaps @@e
kapsička	kaps @@ičk @@a
kapsičky	kaps @@ičk @@y
kapsičkách	kaps @@ičk @@ách
kapsy	kaps @@y
kapsách	kaps @@ách
kapsář	kaps @@ář
kapsáře	kaps @@ář @@e
kapsářů	kaps @@ář @@ů
karachánovec	karachán @@ov @@ec
karamany	karaman @@y
karamelizovat	karamel @@iz @@ova @@t
karavanů	karavan @@ů
karbanit	karban @@i @@t
karbonovat	karbon @@ova @@t
karbovat	karb @@ova @@t
karbovávat	karb @@ová @@v @@a @@t
kardašově	kardašov @@ě
kardašořečickým	kardaš @@o @@řečic @@k @@ým
kardiologův	kardio @@log @@ův
karel	karel
kariéra	kariéra
kariéristka	kariér @@ist @@k @@a
kariéry	kariér @@y
karkulce	karkul @@c @@e
karla	karl @@a
karle	karl @@e
karlovarský	karl @@o @@var @@sk @@ý
karlsruhe	karl @@s @@ruhe
karlštejnského	karlštejn @@sk @@ého
karlštejnský	karlštejn @@sk @@ý
karolínin	karolínin
karta	kart @@a
kartelizovat	kartel @@iz @@ova @@t
kartografie	kart @@o @@graf @@ie
kartovat	kart @@ova @@t
karty	kart @@y
kartách	kart @@ách
kartáček	kartáč @@ek
kartáčkem	kartáč @@k @@em
kartáčku	kartáč @@k @@u
kartáčovat	kartáč @@ova @@t
kartářek	kart @@ář @@ek
karyoplazma	karyo @@plazm @@a
kasa	kas @@a
kasal	kas @@a @@l
kasař	kas @@ař
kasaři	kas @@ař @@i
kase	kas @@e
kaskadér	kaskad @@ér
kastrovat	kastr @@ova @@t
kasu	kas @@u
kasíra	kas @@ír @@a
kasírovat	kas @@ír @@ova @@t
katalogizovat	kata @@log @@iz @@ova @@t
katalogu	kata @@log @@u
katapultovat	katapult @@ova @@t
katar	katar
katastr	katastr
katastrofy	kata @@strof @@y
kategorie	kategor @@i @@e
kategoriemi	kategor @@i @@emi
kategoriích	kategor @@i @@ích
katetrizovat	katetr @@iz @@ova @@t
kateřina	kateřina
katit	kat @@i @@t
katolické	katol @@ic @@k @@é
katrič	katrič
katyňský	kat @@yň @@sk @@ý
katě	katě
kaufcviku	kauf @@cvik @@u
kauzálním	kauz @@ál @@n @@í @@m
kaučuk	kaučuk
kaučuku	kaučuk @@u
kavaljéro	kavaljéro
kavalíra	kaval @@ír @@a
kavalírem	kaval @@ír @@em
kavárně	kav @@ár @@n @@ě
kazeta	kazet @@a
kazety	kazet @@y
kazimír	kaz @@i @@mír
kazisvět	kaz @@i @@svět
kaňa	kaň @@a
kaňhat	kaňh @@a @@t
kaňku	kaň @@k @@u
kaše	kaš @@e
kašel	kašel
kašlat	kašl @@a @@t
kašpare	kašpar @@e
kaštany	kaštan @@y
kašírovat	kašír @@ova @@t
každodenním	každ @@o @@den @@n @@ím
každopádně	každ @@o @@pád @@n @@ě
každoroční	každ @@o @@roč @@n @@í
každoročně	každ @@o @@roč @@n @@ě
každou	každ @@ou
každé	každ @@é
každého	každ @@ého
každém	každ @@ém
každý	každ @@ý
kdekdo	kd @@e @@kd @@o
kdekoliv	kde @@koliv
kdekomu	kd @@e @@k @@o @@mu
kdepak	kd @@e @@pak
kdepaks	kd @@e @@pak @@s
kdes	kd @@e @@s
kdesi	kd @@e @@si
kdež	kd @@e @@ž
kdežto	kd @@e @@ž @@to
kdo	kd @@o
kdokoliv	kd @@o @@koliv
kdopak	kd @@o @@pak
kdosi	kd @@o @@si
kdy	kd @@y
kdyby	kd @@y @@by
kdybych	kd @@y @@by @@ch
kdybychom	kd @@y @@by @@chom
kdybys	kd @@y @@by @@s
kdybyste	kd @@y @@by @@ste
kdykoli	kdy @@koli
kdykoliv	kdy @@koliv
kdysi	kd @@y @@si
když	když
kdákat	kdák @@a @@t
kdáknout	kdák @@nou @@t
ke	ke
kecat	kec @@a @@t
keith	keith
keithovi	keith @@ovi
kejchnout	kejch @@nou @@t
kellera	keller @@a
keltský	kelt @@sk @@ý
keramickou	keramic @@k @@ou
kew	kew
keři	keř @@i
keřů	keř @@ů
keťasit	keťas @@i @@t
kg	k @@g
khaki	khaki
khorasan	khorasan
kibicovat	kibic @@ova @@t
kieransová	kierans @@ov @@á
kierkegaarda	kierkegaard @@a
kijerkegaarda	kijerkegaard @@a
kiks	kiks
kiksat	kiks @@a @@t
kiksnout	kiks @@nou @@t
kilo	kil @@o
kilogram	kilo @@gram
kilogramů	kilo @@gram @@ů
kinematografie	kinemat @@o @@graf @@ie
kino	kin @@o
kině	kin @@ě
kirman	kirman
klackem	klack @@em
klackovat	klac @@k @@ova @@t
klade	klad @@e
kladech	klad @@ech
klademe	klad @@e @@me
kladeny	klad @@en @@y
kladivář	klad @@iv @@ář
kladl	klad @@l
kladli	klad @@l @@i
kladouce	klad @@ouc @@e
kladu	klad @@u
klamat	klam @@a @@t
klamání	klam @@á @@n @@í
klanět	klan @@ě @@t
klapat	klap @@a @@t
klapne	klap @@ne
klapnout	klap @@nou @@t
klarinet	klarin @@et
klarinetový	klarin @@et @@ov @@ý
klasického	klasic @@k @@ého
klasický	klasic @@k @@ý
klasifikovat	klasi @@fik @@ova @@t
klaun	klaun
klaus	klaus
klausův	klaus @@ův
klavírní	klavír @@n @@í
kleci	klec @@i
klekaje	klek @@aj @@e
klekat	klek @@a @@t
klekl	klek @@l
klekla	klek @@l @@a
kleknout	klek @@nou @@t
klel	kle @@l
klenk	klenk
klenot	klenot
klenoty	klenot @@y
klenovka	klen @@ov @@k @@a
klepat	klep @@a @@t
klepna	klep @@n @@a
klepnout	klep @@nou @@t
klerikálně	kler @@ik @@ál @@n @@ě
klerofašistický	klero @@faš @@ist @@ick @@ý
klesnout	kles @@nou @@t
klestit	klest @@i @@t
klesá	kles @@á
klevetit	klevet @@i @@t
klečela	kleč @@e @@l @@a
klečeli	kleč @@e @@l @@i
klečet	kleč @@e @@t
kleštit	klešt @@i @@t
klid	klid
klidem	klid @@em
kliden	klid @@en
klidit	klid @@i @@t
klidna	klid @@n @@a
klidná	klid @@n @@á
klidný	klid @@n @@ý
klidným	klid @@n @@ým
klidu	klid @@u
klient	klient
klienti	klient @@i
klienty	klient @@y
klihovat	klih @@ova @@t
klikatit	klik @@at @@i @@t
klima	klim @@a
klimatický	klim @@atick @@ý
klimax	klimax
klitoris	klitoris
kličku	klič @@k @@u
kličky	klič @@k @@y
klnout	kl @@nou @@t
kloaka	kloak @@a
kloakách	kloak @@ách
klobnout	klob @@nou @@t
kloboukem	klobouk @@em
kloboučku	klobouč @@k @@u
klofat	klof @@a @@t
klofnout	klof @@nou @@t
klohnit	klohn @@i @@t
klokotat	klok @@ot @@a @@t
klokotá	klokot @@á
kloktat	klokt @@a @@t
klonit	klon @@i @@t
klopit	klop @@i @@t
klopotit	klopot @@i @@t
klopýtal	klopýt @@a @@l
klopýtat	klopýt @@a @@t
klopýtavě	klopýt @@av @@ě
kloubit	kloub @@i @@t
kloudná	kloud @@n @@á
klouzat	klouz @@a @@t
kloučka	klouč @@k @@a
klouže	klouž @@e
kloužou	klouž @@ou
klovat	klov @@a @@t
klovnout	klov @@nou @@t
klub	klub
klubat	klub @@a @@t
klubíčko	klub @@íč @@k @@o
kluk	kluk
kluka	kluk @@a
kluku	kluk @@u
klusací	klus @@a @@c @@í
klusal	klus @@a @@l
klusat	klus @@a @@t
klučit	kluč @@i @@t
klábosit	klábos @@i @@t
kládový	klád @@ov @@ý
klára	klár @@a
kláskovat	klás @@k @@ova @@t
klást	klás @@t
klásti	klás @@ti
klát	kl @@á @@t
klátit	klát @@i @@t
klášterem	klášter @@em
klášterní	klášter @@n @@í
klímat	klím @@a @@t
klín	klín
klína	klín @@a
klínopisný	klín @@o @@pis @@n @@ý
klínovat	klín @@ova @@t
klíně	klín @@ě
klít	klí @@t
klíč	klíč
klíčit	klíč @@i @@t
klíčů	klíč @@ů
klížit	klíž @@i @@t
km	k @@m
kmenoví	kmen @@ov @@í
kmihat	kmih @@a @@t
kmihnout	kmih @@nou @@t
kmitat	kmit @@a @@t
kmitnout	kmit @@nou @@t
kmotřit	kmotř @@i @@t
knapčíkův	knap @@čík @@ův
knihomolství	knih @@o @@mol @@stv @@í
knihovat	knih @@ova @@t
knihovna	knih @@ovn @@a
knihovny	knih @@ovn @@y
knihvazačův	knih @@vaz @@ač @@ův
knihy	knih @@y
kničení	knič @@e @@n @@í
kničet	knič @@e @@t
knokautovat	knokaut @@ova @@t
kníkat	kník @@a @@t
kníknout	kník @@nou @@t
kníže	kníž @@e
knížete	kníž @@et @@e
knížka	kníž @@k @@a
knížkách	kníž @@k @@ách
kobce	kob @@c @@e
koberce	kober @@c @@e
kobercích	koberc @@ích
koberců	kober @@c @@ů
koberec	koberec
koberečky	kobereč @@k @@y
kobližek	kobliž @@ek
kobrtat	kobrt @@a @@t
kobrtnout	kobrt @@nou @@t
kobylisích	kobylis @@ích
kobylku	kobyl @@k @@u
kochat	koch @@a @@t
kocouří	koc @@ouř @@í
kodifikovat	kodi @@fik @@ova @@t
kodrcat	kodrc @@a @@t
koherentního	ko @@her @@ent @@n @@ího
koherovat	koher @@ova @@t
kohner	kohner
kohnera	kohner @@a
kohout	kohout
kohoutit	kohout @@i @@t
kojence	koj @@en @@c @@e
kojenců	koj @@en @@c @@ů
kojenec	koj @@en @@ec
kojit	koj @@i @@t
kojná	koj @@n @@á
koketovat	koket @@ova @@t
kokoska	kokos @@k @@a
kokosky	kokos @@k @@y
kokrhat	kokrh @@a @@t
koksovat	koks @@ova @@t
koktal	kokt @@a @@l
koktat	kokt @@a @@t
kokálně	kok @@ál @@n @@ě
kol	kol
kola	kol @@a
kolaborovat	ko @@labor @@ova @@t
kolacionovat	kolac @@ion @@ova @@t
kole	kol @@e
koledovat	koled @@ova @@t
kolega	koleg @@a
kolegium	koleg @@i @@um
kolego	koleg @@o
kolegové	koleg @@ové
kolegy	koleg @@y
kolegyní	koleg @@yn @@í
kolegyně	koleg @@yn @@ě
kolegáček	koleg @@áč @@ek
kolegům	koleg @@ům
kolej	kolej
koleje	kolej @@e
kolek	kolek
kolektivizovat	ko @@lekt @@iv @@iz @@ova @@t
kolektivních	ko @@lekt @@iv @@n @@ích
kolektivního	ko @@lekt @@iv @@n @@ího
kolem	kol @@em
kolena	kolen @@a
koleno	kolen @@o
koleny	kolen @@y
kolidovat	kolid @@ova @@t
kolik	kolik
kolikátého	kolik @@át @@ého
kolkovat	kol @@k @@ova @@t
kolmhoferův	kolmhofer @@ův
kolo	kol @@o
kolokvovat	kolokv @@ova @@t
kolonizovat	kolon @@iz @@ova @@t
kolorovat	kolor @@ova @@t
kolosy	kolos @@y
kolotat	kol @@ot @@a @@t
kolotoč	kol @@o @@toč
kolovat	kol @@ova @@t
kolportovat	kol @@port @@ova @@t
kolumbii	kolumbi @@i
kolébat	koléb @@a @@t
kolébky	koléb @@k @@y
kolíbat	kolíb @@a @@t
kolíkovat	kol @@ík @@ova @@t
kolína	kolín @@a
komandu	komand @@u
komasovat	komas @@ova @@t
kombi	kombi
kombinace	kombin @@ac @@e
kombinací	kombin @@ac @@í
kombinované	kombin @@ova @@n @@é
kombinovaný	kombin @@ova @@n @@ý
kombinovaných	kombin @@ova @@n @@ých
komentovat	koment @@ova @@t
komentovávající	koment @@ová @@v @@aj @@íc @@í
komentátor	koment @@át @@or
komerční	komerč @@n @@í
kometa	komet @@a
kometo	komet @@o
komety	komet @@y
komfort	komfort
komfortním	komfort @@n @@ím
komické	komic @@k @@é
komisař	ko @@mis @@ař
komisaři	ko @@mis @@ař @@i
komisařství	komis @@ař @@stv @@í
komolit	komol @@i @@t
komora	komor @@a
komorník	komor @@n @@ík
komorníkovi	komor @@n @@ík @@ovi
komoru	komor @@u
komořany	komoř @@an @@y
komoře	komoř @@e
kompenzovat	kom @@penz @@ova @@t
kompetence	kompetenc @@e
kompilovat	kompil @@ova @@t
komplet	kom @@plet
komplexní	kom @@plex @@n @@í
komplikující	kom @@plik @@uj @@íc @@í
komponenty	kom @@pon @@ent @@y
komponovat	kom @@pon @@ova @@t
kompostovat	kompost @@ova @@t
komprimovat	kom @@prim @@ova @@t
kompromis	kom @@promis
kompromitovat	kom @@promit @@ova @@t
komtesa	komt @@es @@a
komteska	komt @@es @@k @@a
komtesko	komt @@es @@k @@o
komteskou	komt @@es @@k @@ou
komtesu	komt @@es @@u
komunikace	komun @@ik @@ac @@e
komunismus	komun @@ism @@us
komunistickej	komun @@ist @@ick @@ej
komunistický	komun @@ist @@ick @@ý
komupak	k @@o @@mu @@pak
komíny	komín @@y
komůrce	komůr @@c @@e
konají	kon @@aj @@í
konat	kon @@a @@t
konce	konc @@e
koncedovat	kon @@ced @@ova @@t
koncem	konc @@em
koncepce	kon @@cep @@c @@e
koncepcemi	kon @@cep @@c @@emi
koncepční	koncepč @@n @@í
koncertovat	koncert @@ova @@t
koncerty	koncert @@y
koncesovat	konces @@ova @@t
konci	konc @@i
